category,dish_name,price,veg_nonveg,image_filename,image_prompt
BreakFast,Plain Dosa,40.00,Veg,images/dishes/plain-dosa.jpg,"Plain Dosa, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Ghee Roast,70.00,Veg,images/dishes/ghee-roast.jpg,"Ghee Roast, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Special Kizhi Porotta,160.00,Veg,images/dishes/special-kizhi-porotta.jpg,"Special Kizhi Porotta, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Nool Porotta,18.00,Veg,images/dishes/nool-porotta.jpg,"Nool Porotta, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Kothu Porotta Egg,150.00,Egg,images/dishes/kothu-porotta-egg.jpg,"Kothu Porotta Egg, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Kothu Porotta Chicken,190.00,Non-Veg,images/dishes/kothu-porotta-chicken.jpg,"Kothu Porotta Chicken, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Kothu Porotta Beef,220.00,Non-Veg,images/dishes/kothu-porotta-beef.jpg,"Kothu Porotta Beef, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Kizhi Porotta Chicken,200.00,Non-Veg,images/dishes/kizhi-porotta-chicken.jpg,"Kizhi Porotta Chicken, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Kizhi Porotta Beef,250.00,Non-Veg,images/dishes/kizhi-porotta-beef.jpg,"Kizhi Porotta Beef, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Pazhankanji,100.00,Veg,images/dishes/pazhankanji.jpg,"Pazhankanji, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Puttu + Pothu Roast Combo,210.00,Veg,images/dishes/puttu-pothu-roast-combo.jpg,"Puttu + Pothu Roast Combo, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Porotta + Poth Variyellu Curry,299.00,Veg,images/dishes/porotta-poth-variyellu-curry.jpg,"Porotta + Poth Variyellu Curry, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Appam + Nadan Kozhi Curry,240.00,Veg,images/dishes/appam-nadan-kozhi-curry.jpg,"Appam + Nadan Kozhi Curry, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Puttu + Mutton + Kattan Combo,339.00,Non-Veg,images/dishes/puttu-mutton-kattan-combo.jpg,"Puttu + Mutton + Kattan Combo, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
BreakFast,Aripathiri + Duck Roast Combo,279.00,Non-Veg,images/dishes/aripathiri-duck-roast-combo.jpg,"Aripathiri + Duck Roast Combo, served on a dark slate plate with small brass bowls of chutney and sambar in the background, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Egg Roast,40.00,Egg,images/dishes/egg-roast.jpg,"Egg Roast, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Egg Roast (2pcs),75.00,Egg,images/dishes/egg-roast-2pcs.jpg,"Egg Roast, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Veg Kuruma,70.00,Veg,images/dishes/veg-kuruma.jpg,"Veg Kuruma, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Kadala Curry,70.00,Veg,images/dishes/kadala-curry.jpg,"Kadala Curry, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Green Peas Curry,70.00,Veg,images/dishes/green-peas-curry.jpg,"Green Peas Curry, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Beef Curry,160.00,Non-Veg,images/dishes/beef-curry.jpg,"Beef Curry, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Beef Coconut Fry,180.00,Non-Veg,images/dishes/beef-coconut-fry.jpg,"Beef Coconut Fry, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Beef Roast,180.00,Non-Veg,images/dishes/beef-roast.jpg,"Beef Roast, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Beef Chilli,190.00,Non-Veg,images/dishes/beef-chilli.jpg,"Beef Chilli, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Beef Chaps,110.00,Non-Veg,images/dishes/beef-chaps.jpg,"Beef Chaps, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Chicken Curry (Qtr),80.00,Non-Veg,images/dishes/chicken-curry-qtr.jpg,"Chicken Curry, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Chicken Curry (Half),160.00,Non-Veg,images/dishes/chicken-curry-half.jpg,"Chicken Curry, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Chicken Curry (Full),280.00,Non-Veg,images/dishes/chicken-curry-full.jpg,"Chicken Curry, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Poth Variyellu Curry,260.00,Veg,images/dishes/poth-variyellu-curry.jpg,"Poth Variyellu Curry, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Fish Curry,80.00,Non-Veg,images/dishes/fish-curry.jpg,"Fish Curry, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Kakka Roast,130.00,Non-Veg,images/dishes/kakka-roast.jpg,"Kakka Roast, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Kerala Curries,Kakka Fry,110.00,Non-Veg,images/dishes/kakka-fry.jpg,"Kakka Fry, served in a traditional dark clay or brass curry bowl, garnished with curry leaves, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Salad,Arabic Salad,390.00,Veg,images/dishes/arabic-salad.jpg,"Arabic Salad, served in a rustic dark ceramic bowl, fresh crisp vegetables visible, natural side light, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Salad,Russian Salad,380.00,Veg,images/dishes/russian-salad.jpg,"Russian Salad, served in a rustic dark ceramic bowl, fresh crisp vegetables visible, natural side light, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Salad,Garden Fresh Green Salad,120.00,Veg,images/dishes/garden-fresh-green-salad.jpg,"Garden Fresh Green Salad, served in a rustic dark ceramic bowl, fresh crisp vegetables visible, natural side light, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Paneer Tikka,180.00,Veg,images/dishes/paneer-tikka.jpg,"Paneer Tikka, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Paneer 65,170.00,Veg,images/dishes/paneer-65.jpg,"Paneer 65, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Chilly Paneer Dry,180.00,Veg,images/dishes/chilly-paneer-dry.jpg,"Chilly Paneer Dry, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Baby Corn Schezwan Dry,190.00,Veg,images/dishes/baby-corn-schezwan-dry.jpg,"Baby Corn Schezwan Dry, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Chicken Manchurian Qtr,180.00,Non-Veg,images/dishes/chicken-manchurian-qtr.jpg,"Chicken Manchurian, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Chicken Manchurian Half,360.00,Non-Veg,images/dishes/chicken-manchurian-half.jpg,"Chicken Manchurian, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Chicken Manchurian Full,720.00,Non-Veg,images/dishes/chicken-manchurian-full.jpg,"Chicken Manchurian, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Chicken 65 Boneless,220.00,Non-Veg,images/dishes/chicken-65-boneless.jpg,"Chicken 65 Boneless, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Chicken 65 Bone,180.00,Non-Veg,images/dishes/chicken-65-bone.jpg,"Chicken 65 Bone, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Chicken Tikka,260.00,Non-Veg,images/dishes/chicken-tikka.jpg,"Chicken Tikka, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Chicken Malai Tikka,320.00,Non-Veg,images/dishes/chicken-malai-tikka.jpg,"Chicken Malai Tikka, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Chicken Salt & Pepper Bl,220.00,Non-Veg,images/dishes/chicken-salt-pepper-bl.jpg,"Chicken Salt & Pepper Bl, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Hariyali Chicken Kabab,330.00,Non-Veg,images/dishes/hariyali-chicken-kabab.jpg,"Hariyali Chicken Kabab, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Sheek Kabab,360.00,Veg,images/dishes/sheek-kabab.jpg,"Sheek Kabab, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Thandoori Chicken Qtr,160.00,Non-Veg,images/dishes/thandoori-chicken-qtr.jpg,"Thandoori Chicken, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Thandoori Chicken Half,320.00,Non-Veg,images/dishes/thandoori-chicken-half.jpg,"Thandoori Chicken, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Thandoori Chicken Full,630.00,Non-Veg,images/dishes/thandoori-chicken-full.jpg,"Thandoori Chicken, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Dragon Chicken,240.00,Non-Veg,images/dishes/dragon-chicken.jpg,"Dragon Chicken, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Chilli Chicken,160.00,Non-Veg,images/dishes/chilli-chicken.jpg,"Chilli Chicken, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Chicken Kondattam,230.00,Non-Veg,images/dishes/chicken-kondattam.jpg,"Chicken Kondattam, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Chicken Loli Pop,220.00,Non-Veg,images/dishes/chicken-loli-pop.jpg,"Chicken Loli Pop, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Beef Dry Fry,190.00,Non-Veg,images/dishes/beef-dry-fry.jpg,"Beef Dry Fry, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Starter Food Items,Beef Chilli,180.00,Non-Veg,images/dishes/beef-chilli.jpg,"Beef Chilli, plated on a dark slate board with a small ramekin of dip, garnished with coriander, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
